movie_title,reviewer,rate,review
길복순,CINESON,0.5,나쁜영화. 1. 범죄자 미화 2. 김구.안중근을 단순 살인자로 모는 역사의식 3.청소넌들에게 잘못된 폭력과 성의식을 시도하게 할 우려등 영화를 영화로 보게 못하는 해악성.영화자체의 모양새는 학생이 킬빌.존윅을 따라 만든듯한 공간과 액션연출. 안드로메다 개연성을 보여주는 시나리오. 변감독은 불한당에 이어 쉽고 빠르고 게으르고 나태한 타영화  복사 붙여넣기 시퀀스 만들기ㅡ 킬빌.존윅.쿵푸허슬.킹스맨등도대체 이런 무의식 아니 나쁜 의식을 가진 영화에 출연한 스타배우들. 요즘 한국영화를 욕하고 등돌리게 하는 모든 요소를 가진 종합선물세트. 투자자들 당신들이 길복순의 A급 작업대상이 아닐런지
길복순,Steve,3.5,"어떤 면에서 보면말, 글을 무기로 하는,주위에 킬러가 너무 많아...영화에서 처럼회사 동료 관계란...헛 웃음으로 가려진얇팍하고, 투명한 의리 정도만 있을 뿐지들도 살려고...그때 왜 그냥 넘어가지 않았을까최소 나에게 떳떳하고 싶어서타협하지 않았음을...# 엄마/주부의 직장생활 고난기# 예전 미쓰백의 아이가 너무 잘 자랐구나"
길복순,최구궁,0.5,개같은 영화
길복순,세훈,2.0,"나에겐 홍대 같았다. 유행하는 건 모두 있지만 좋아하거나 맘에 들거나 혹은 관심 없기까지한..최근 들어 차세대라고 불리는 배우들의 행보가 의아할 때가 잦다. 처음 몇 번은 그러려니 했는데 이제 와 보니 그게 실력인 것 같다. 캐릭터가 뜬금없거나 연기가 이상한, 예컨대 카지노의 정팔. 길복순의 차민희같은. 그게 매우 아쉽다."
길복순,해묘,3.0,별 스토리가 없어도 130분이 지루하진 않았다.다른 영화들의 액션 연출을 그대로 갖다쓴 건  매우 아쉬운 부분. (혹시 오마주라면 가히 역대급...)
길복순,Sinclair,3.5,"14,000,605의 미래 중이기는 경우의 수는 단 하나,‘사랑’허무하긴 한데, 그게 또 변성현의 매력.불한당보다 여운이 짙지는 않다."
길복순,까꿍,2.0,내용이 없고 허세만 있는데 안멋있다
길복순,kun,2.5,액션이 아쉬운 액션영화는 의미가없어..
길복순,라즈베리초코,3.0,이솜 구교환을 이런 식으로 쓰다니..😩+ 이런 말 정말 하기 싫었는데.. 서브 주연들보다 1분 나온 이재욱이 더 강렬하다.
길복순,깐따삐야,0.5,[호랑이 울음소리]
길복순,저버트 로메키스,1.0,그냥 표절영화킬빌 + 존윅 + 나쁜녀석들 2 + 쿵푸허슬 + 셜록홈즈설경구 회의실 살해장면에서 화가났음심지어 대사마저 카피하는건 선 넘었다그냥 감독이 비디오로 재밌게 본 영화 다 갖다가 붙인프랑켄슈타인 같은 영화
길복순,빈빈,3.5,"원래 세상은 모순 투성이야.칼보다 무서운게 사랑인가?길복순이라는 캐릭터를 참 잘 만들었다. 너무 매력적이고, 그냥 이편으로 끝내기에는 아쉽다. 길복순 시퀄 또는 프리퀄이 보고싶다.감독은 간지가 뭔지를 안다. 멋있는 장면들을 스타일리시하게 오마주하는 능력이 있다."
길복순,"꽃,,",4.0,좋은 재료들로 만든 변성현식 요리.. 맛있다.
길복순,의식의흐름,0.5,"왓챠 문학관 - 길복순 편..어머니가 출근하러 간답시고, 총을 주머니에 차고 가셨다. 나는 그것이 발사되는 순간 튀어나는 혈흔들이 머리에 떠올랐다..그 피는 붉은색이며, 우리집에 있는 장미도 붉은색이다. 가시가 있어 손에 찔리면 검붉은 피가 나온다..검붉은 피. 찬란하지 못한 속박. 그리고 피어난 살육의 향기. 웃음띤 얼굴에 그렇지 못한 '어머니'라는 타이틀의 무게감..그 무게감은 헬스장의 덤벨보다 무겁다. 오늘은 어깨인데 숄더 덤벨 프레스 25kg로 10세트씩 할 예정이다..예정이라고 하니 나의 mbti가 떠오른다. INTJ. 사람들에게 차갑다는 그 느낌의 mbti.항상 뭘 해도 ""얘 왜케 정이없니?""라는 말뿐..그래서 나도 칼을 갈았다. 내가 차가운게 아니라 세상이 차갑다는걸 세간의 농간에서 느꼈다..세간의 농간의 영어식 표현은 Nonggan of the Segan이다. 영어식 표현으로 우리는 무엇을 얻었는가?.A or B? 아니면 A와 B 둘 다? 아니면 neither?알 수 없다. 세상은 A형과 B형, AB형, O형으로 성격을 나누던 시절은 다 갔다..MBTI 만세."
길복순,김동원,2.0,변성현이라는 밍밍한 찌개에전도연이라는 msg
길복순,Kk,3.0,"역시 이번에도 익숙한걸 전복시켜, 본인만의 오리지널리티를 구축하는 변성현.변성현이 이 개성을 잃지않기를 바란다.+전도연은 치트키.."
길복순,맛스타,2.5,장르성만 가지고 설득시키엔 부족한 구멍들.그럼에도 불구하고 전도연의 표정연기는..변성현 감독 작품중에서는 가장 재미없다.ps 액션의 한계가 좀 많이 아쉽
길복순,JHY980,5.0,아 캐릭터들 다 너무 맛있다…
길복순,월터 핑크맨,2.5,사설 너무 길고 오그라드는 대사들은 여전하고 컷은 뚝뚝 끊기고 일뽕에 절여진 걸 보면 지향점이 킬빌인가 싶긴한데 너무 만화적이라 존윅 같기도 하고. 다 집어치우고 액션이라도 건져야 되는데 아직도 90년대에 멈춰있네.
길복순,_9dong,3.0,어쩔 수 없다..우리는 존 윅의 시대에 살고 있다...식당가 액션 중에 마구잡이로 이것 저것 던지는 거.. 이거는 액션씬이라 쳐주기도 부끄럽다. 이부분 만큼은 진짜 너무 구렸다.
길복순,하진,1.0,요이땅은 진짜 선 넘음
길복순,오마이코넬,1.0,"끝까지 다 보고 별 하나 더 뺐다. 대사를 위한 대사, 캐릭터를 위한 캐릭터, 영화를 위한 영화, 변성현을 위한 설경구. 난 그냥 재미가 없다.ㅈㅓ기, 그리고 조금 미안한데요. 소수자를 모두가 처음부터 이해하고 그럴 순 없잖아요. 소수자를 이해할 수 있는 시간은 좀 줄 수 있잖아요. 그러는 소수자야말로, 무턱대고 이해를 강요하는 게 너무 폭력적인 거 같아요, 감독님. 소수자라고 다 쿨한 게 아니고, 소수자가 아니더라도 덮어놓고 이해받을 순 없어요! 적당히 합시다. 쫌. 그래서 복순 언니 성이 길 씨인 거라면 내가 죽여버린다. 내가 길 씨 거든. 변복순으로 바꿔라."
길복순,연듀부,2.5,"뇌리에 박힌 한 마디 “후져”-타란티노가 되고 싶으셨군요… 네, 알겠습니다."
길복순,chan,2.5,"인상적인 액션장면이 단 하나도 없는 액션영화의 의미는 뭘까. 본격적으로 액션이라는 장르로 넘어오자 <불한당>에서도 보였던 감독의 액션연출에 대한 몰이해가 더욱 두드러지며, 동시에 차가운 인물들의 흔들리는 감정을 묘사하는 방식역시 <불한당>의 동어반복이다. 하지만 이 허술한 영화에서도 전도연은 완벽하다. 연기가 영화에 과분할 정도랄까."
길복순,재우,2.0,끝까지 보는 것 자체가 힘들었다
길복순,닥터_정,0.5,유치하다. 어디서 많이 본 듯한 장면들의 짜깁기
길복순,진상명,4.0,아무도 들을 수 없고 나한테만 들리는 마음 베이는 소리. 그건 내가 정한 '나'라는 규칙에 금이 갈 때 나는 소리. 당신은 그 아린 부위를 너무 잘 아는 것 같다. 그래서 너는 내 약점. 사랑은 결국 너라는 약점이 생기는 것.'복순'은 나의 것이라고? 천만의 말씀.이건 변성현 감독 세계관 속 <올드보이>이 아니었을까.스포일러가 있어요!! 보기
길복순,네티,1.0,모르겄다불한당도 엄청노잼으로봐서 별 기대야 없었는데.. 킬링타임용도 아니네후기들이 더재밌다이재욱 나온 과거장면 하나는 좋았음그런느낌 영화보고싶다 그런거 만들어줘다른 감독이
길복순,임돌선,3.0,"어이없이 죽을지 모른다는 상상을 하곤 해. 실제로 그렇게 되기도 할거고. 그렇지만 그런 죽음을 오래도록 피해 다닐 빛나는 존재가 있어. 지지와 존경을 손에 넣은 사람은 부러움의 대상이지. 빨강을 베이스로 한 미술의 성의, 다각도로 인물을 비추기 위해 집요하게 유영하는 카메라. 열심히 찾은 레퍼런스를 숨기지 않는 마음. 아쉬운 것은 속도감과 씬의 생략, 날카로운 칼날로 잘라내도 되었을 흐름. 사포질을 해야 표면이 부드러워진다. 감성을 최소한으로 압축해냈다면 조금 더 재밌게 봤을 것 같다. 휴가를 갔다는 '사마귀'가 보고 싶었습니다. 다음 편 만들어주세요."
길복순,권정우,2.0,가이 리치가 되고픈 변성현..가이 리치 짝퉁 작품이 필모에 3개나 되어버린 전도연.
길복순,붉은 돼지,3.5,1. 배우 > 소재 >>> 연출 (특히 액션)2. 한국판 <킬빌>을 꿈꾼 것일까. 2% 아쉽다.
길복순,JY,4.0,생각보다 가볍지 않고 생각보다 개성있다.
길복순,gluck,1.0,"인물들이 왜 그러는지 모르겠다.전작들에서는 그게 잘 드러났는데 이번엔 정말 모르겠다심지어 주인공인 길복순도 왜 그러는지 모르겠다.굳이 자살 의뢰를 왜 안한 걸까? 모성애가 이유라면 그동안 죽였을 수많은 사람들도 누군가의 딸 아들 엄마 아빠였다.사건의 발단이 이해가 안되니 뒤로 갈수록 집중이 안 된다.차민희의 근친과 딸의 동성애는 집중을 돕지 못한다.기본을 잘 하고 msg를 치라는 거다.Ps와 불한당의 장점이었던 빠른 전개와 센스 있는 컷 연결도 보이지 않는다.Ps가 주는 감동이나 불한당의 슬픔도 없다.자극적인 키워드만 남는다.여기 나오는 인물들은 길복순 팬클럽 ai거나 근친, 동성애 같은 키워드로만 존재한다. 사람 같지가 않다는 거다.나는 변성현 감독이 그리는 사람과 사람 사이의 의외적인 연결과 그 연결을 폭발시키는 듯한 장면을 좋아했는데 여기서는 없었다. 누구도 누구와 연결되지 못한 채 그저 이해할 수 없는 숭배와 근친과 동성애를 한다.전도연이 개연성이라는 안일한 태도.기대를 많이 해서 실망스럽다.스포일러가 있어요!! 보기"
길복순,임중경,2.5,정치판을 벗어나 그저 영화가 되고픈 필름 타란티노
길복순,MJ,2.0,"아니 이게 맞아???? 진짜 이거라고????왜 슬픈 예감은 틀리지 않나… 첫 장면부터 강하게 느껴지던 어색함… 어쩜 이렇게 가짜 같을 수가 있냐… 일본어를 못해도 너무 못해서 그런가? 평생 본 황정민 배우 씬 중에 이렇게 아쉬웠던 씬은 처음… 연습 쫌만 더 하시지 그러셨어요 절대 그 인물들처럼 안보이고 그냥 황정민과 전도연으로만 보임 메이드복도 그 노림수가 걍 뭐 좀 별로였고…기대가 너무 크기도 했겠지만 정말 처음부터 끝까지 다들 ’자 지금부터 연기 들어간다‘ 하는게… 대사도 어색하고 지루해 죽는 줄 알았음 극장에서 봤음 어쩔뻔 했어 … 저렇게 잘하는 사람들 데려다 이럴 수가 있는거냐고둘이 붙을 거는 물론 예상되었던 바인데 아니 액션이 별로이고 말고를 떠나서 정작 뜨겁게 해야될 때 너무 어물쩡 넘어가는거 아님??? 그리고 액션으로 밀어붙여야할 영화에서 미리 짜고 주고 받는 액션이란게 이렇게 티가 나도 되는겨… 스토리도 스토리인데 연출도 진짜 문제였어… 아니 그리고 모든게 너무나 얄팍해…이 설정이 애초에 살짝 현실에서 떠 있는 거긴 하지만 이렇게까지 계속 연극처럼 보이는건 좀 문제가 있지… 오래 기대했던 작품이라 참 정말 아쉽다… 이게 뭐냐 진짜… 왜… 와이…그리고… 이 영화의 변성현이 과연 변태인가? 다른 분이 써주신 대공감 코멘트 ‘오타쿠를 만만히 보지 마라’ 받고, 변태를 만만하게 보지 마라…"
길복순,문혁준,2.0,그깟 나무 몇 그루 본다고 숲을 못 보면 쓰나.
길복순,김주호,4.0,꽤나 변칙적이지만 흔들림 없이 이야기를 이어나간다.뻔한 소재에 뻔하지 않은 이야기
길복순,토깽이산책,3.5,"킬러는 힘들고, 엄마는 더 힘들다. 나를 사로잡은 극현실주의적 낭만주의 액션.+ 마지막 시퀀스는 로맨스 장르로서 짙은 여운이 남았다"
길복순,개구리개,2.5,사소함에 목숨바쳐 쌓아올린 인연탑을우숩게도 연명하네
길복순,무명씨,2.0,허세 가득한 우리나라 감독들은 똥폼 잡느라 쓸 데 없이 러닝타임을 길게 만들어. 절제미를 모른다. 이것도 저것도 다 짜집어 넣었지만 죄 다 따로 노네.구린 액션에 헛웃음까지...ㅉㅉ
길복순,김호영,1.5,킬러 엄마 그래서 뭐..?
길복순,병아리난초,1.5,액션이라고 다 같지 않다.세계관과 서사에 맞는 톤과 매너가 있다.큰 배움을 얻고 갑니다.
길복순,우주인,3.0,마음의 벽을 허무는 방법?🔪 🩸물리 치료가 최고!230331
길복순,박화영+,보고싶어요,넷플릭스로 한국 감독이랑 배우들 한명씩 전세계에 소개하는 기분.. 이번에는 변성현x전도연
길복순,신하우 평론,1.5,전도연 필모중에 가장 별로지 싶을 정도의이 겉돌디 겉도는 감정.
길복순,SH,3.0,전도연과 설경구의 악숀이 기억에 남는다
길복순,(Ro6),2.0,황정민의 2분이 2시간보다 재밌었다.
길복순,깐설탕,2.5,"칼부림 앞에서 농담 따먹기 하는 인물들이 중이병 말기 환자처럼 보인다. 공감할 수 있는 대사가 딱 하나 있었다. ""쿨한 척 좀 하지 마."" 내가 하고 싶은 말이다."
길복순,너른벌  김기철,3.0,한국판 존윅 세계관을 만들고 싶었던걸까?그것도 안되었고그렇다고 서사가 좋았던것도 아니고전도연의 액션은 좀 느렸고.그럼에도 볼만은 했는데그럼에도 아쉽기도 하다^^반갑다 박광재~~ㅎㅎㅎ014.2023.04.08.넷플릭스
길복순,미지의세계,3.0,시나리오는 신선한데 대사가 너무 유치하네.여배우들  캐스팅은 다 좋은데 남배우들 캐스팅은 다 별로야
길복순,G-Design,1.0,"- 부실한 내러티브에 떠내려가는 허세로 가득 찬 캐릭터들 (황정민 꼴값쇼부터 싸~하더라니..)- 불한당'S 임시완 포지션에 세우기엔 과한 무게감의 전도연 (설경구의 스와핑 실패)- 기능적으로만 소모되는 이솜, 구교환, 이연, 김성오 (네 명 다 뭔가 해보려나 싶던 순간!!)- 질리도록 봐왔던 제페니메이션급 미장센 (네오가 아크로바틱하게 총알을 피하는 씬이 잊을만하면 계속 반복되었다면?)- 과대 포장된 전형적인 넷플릭스표 부실 영화의 반복 (3월 31일 오후5시만 기다렸던 내가 패배자~TT)"
